_id,crime_id,timestamp,location.type,location.coordinates[0],location.coordinates[1],crime_type,description,severity,status,officer_in_charge.name,officer_in_charge.badge,evidence[0],evidence[1],evidence[2],tags[0],tags[1],tags[2],witnesses[0].name,witnesses[1].name,witnesses[2].name,witnesses[0].contact,witnesses[1].contact,witnesses[2].contact
67e0f450f10dbf0e224c9c79,CID_267,2025-03-04T05:43:10.615Z,Point,80.13537,13.056369,Human Trafficking,Children rescued from trafficking network,Critical,Under Investigation,Narcotics Officer Surya,TNPD-400,Eyewitness Testimony,DNA Sample,,narcotics,day,property_crime,Person 12,Person 24,Person 5,+918831115235,+918476637802,+917569165147
67e0f450f10dbf0e224c9c7a,CID_268,2025-03-21T05:43:10.615Z,Point,80.200511,12.916564,Fraud,Online scam reported,Medium,Under Investigation,Inspector Meera,TNPD-798,CCTV Footage,,,violence,property_crime,organized_crime,Person 23,Person 19,,+917158119094,+916663085582,
67e0f450f10dbf0e224c9c7b,CID_269,2025-03-19T05:43:10.615Z,Point,80.295508,12.975211,Cyber Crime,Unauthorized access to personal data,Medium,Open,Cyber Crime Specialist Rajesh,TNPD-929,DNA Sample,,,financial,,,Person 61,Person 70,,+919834351560,+919276643470,
67e0f450f10dbf0e224c9c7c,CID_270,2025-03-11T05:43:10.615Z,Point,80.268837,12.906176,Hit and Run,Cyclist injured in hit-and-run accident,Critical,Closed,Sub-Inspector Kumar,TNPD-341,Weapon Found,DNA Sample,Eyewitness Testimony,public_disturbance,day,narcotics,Person 95,Person 88,,+916843519501,+916972750902,
67e0f450f10dbf0e224c9c7d,CID_271,2025-03-09T05:43:10.615Z,Point,80.194689,13.023727,Murder,Gang violence led to fatality,Critical,Open,Inspector Ramesh,TNPD-637,Phone Records,,,street_crime,narcotics,day,Person 4,,,+916804465812,,
67e0f450f10dbf0e224c9c7e,CID_272,2025-03-09T05:43:10.615Z,Point,80.292069,13.05164,Drug Possession,Drug trade suspected in abandoned house,High,Under Investigation,Narcotics Officer Surya,TNPD-182,Eyewitness Testimony,,,night,violence,,,,,,,
67e0f450f10dbf0e224c9c7f,CID_273,2025-03-05T05:43:10.615Z,Point,80.275671,12.985059,Burglary,Shop break-in during midnight,High,Open,Officer Vijay,TNPD-180,DNA Sample,Weapon Found,,public_disturbance,financial,,,,,,,
67e0f450f10dbf0e224c9c80,CID_274,2025-02-23T05:43:10.615Z,Point,80.158712,13.08031,Hit and Run,Cyclist injured in hit-and-run accident,Critical,Under Investigation,Sub-Inspector Kumar,TNPD-980,Eyewitness Testimony,Weapon Found,Phone Records,violence,,,Person 99,Person 28,Person 38,+917984859688,+919617372623,+917687661714
67e0f450f10dbf0e224c9c81,CID_275,2025-02-25T05:43:10.615Z,Point,80.236276,13.056033,Arson,Suspected arson at marketplace,High,Open,Inspector Suresh,TNPD-664,CCTV Footage,Eyewitness Testimony,DNA Sample,financial,night,,Person 68,Person 97,,+916363652138,+918676920510,
67e0f450f10dbf0e224c9c82,CID_276,2025-03-16T05:43:10.615Z,Point,80.165139,12.92272,Burglary,Shop break-in during midnight,High,Open,Inspector Suresh,TNPD-973,Eyewitness Testimony,CCTV Footage,Phone Records,cyber,night,,,,,,,
67e0f450f10dbf0e224c9c83,CID_277,2025-03-12T05:43:10.615Z,Point,80.230928,13.029172,Extortion,Criminal gang demanding protection money,High,Under Investigation,Inspector Meera,TNPD-128,Eyewitness Testimony,,,organized_crime,violence,day,Person 12,,,+917648778117,,
67e0f450f10dbf0e224c9c84,CID_278,2025-03-11T05:43:10.615Z,Point,80.122282,12.944429,Drug Possession,Drug trade suspected in abandoned house,High,Under Investigation,Narcotics Officer Surya,TNPD-715,CCTV Footage,Weapon Found,,night,,,,,,,,
67e0f450f10dbf0e224c9c85,CID_279,2025-02-23T05:43:10.615Z,Point,80.103958,12.919573,Theft,Snatch theft near ATM,Medium,Under Investigation,Officer Vijay,TNPD-365,Weapon Found,Eyewitness Testimony,DNA Sample,property_crime,day,public_disturbance,Person 23,,,+917031087225,,
67e0f450f10dbf0e224c9c86,CID_280,2025-03-19T05:43:10.615Z,Point,80.101773,12.91805,Assault,Domestic violence reported,High,Under Investigation,Officer Anita,TNPD-331,Eyewitness Testimony,CCTV Footage,DNA Sample,violence,cyber,day,Person 63,Person 66,,+919860544163,+917583705796,
67e0f450f10dbf0e224c9c87,CID_281,2025-03-18T05:43:10.615Z,Point,80.155777,12.905125,Theft,Vehicle theft in parking lot,Medium,Under Investigation,Officer Vijay,TNPD-103,DNA Sample,,,day,,,,,,,,
67e0f450f10dbf0e224c9c88,CID_282,2025-03-23T05:43:10.615Z,Point,80.205909,13.0576,Fraud,Online scam reported,Medium,Under Investigation,Officer Priya,TNPD-445,Phone Records,,,public_disturbance,property_crime,night,,,,,,
67e0f450f10dbf0e224c9c89,CID_283,2025-03-14T05:43:10.615Z,Point,80.233775,12.952149,Kidnapping,Child kidnapping attempt foiled,Critical,Open,Inspector Suresh,TNPD-135,Phone Records,Weapon Found,,property_crime,public_disturbance,,Person 81,,,+918606580882,,
67e0f450f10dbf0e224c9c8a,CID_284,2025-03-15T05:43:10.615Z,Point,80.209184,12.9217,Human Trafficking,Children rescued from trafficking network,Critical,Under Investigation,Narcotics Officer Surya,TNPD-748,CCTV Footage,,,public_disturbance,,,Person 29,Person 100,Person 95,+918599347204,+919180047737,+919010306312
67e0f450f10dbf0e224c9c8b,CID_285,2025-02-28T05:43:10.615Z,Point,80.114149,12.914983,Assault,Physical altercation outside a pub,High,Under Investigation,Officer Anita,TNPD-366,DNA Sample,Phone Records,CCTV Footage,financial,property_crime,,Person 8,Person 63,Person 95,+916654882111,+917145420746,+916924071061
67e0f450f10dbf0e224c9c8c,CID_286,2025-03-06T05:43:10.615Z,Point,80.128329,13.094666,Arson,Deliberate fire set in warehouse,High,Under Investigation,Officer Vijay,TNPD-959,Weapon Found,Eyewitness Testimony,CCTV Footage,day,,,Person 87,Person 22,Person 70,+919442176453,+916310784048,+919254487924
67e0f450f10dbf0e224c9c8d,CID_287,2025-03-09T05:43:10.615Z,Point,80.126716,13.071916,Burglary,Home burglary in residential area,High,Pending Review,Inspector Suresh,TNPD-914,Weapon Found,,,financial,,,Person 98,Person 38,Person 24,+918820408082,+916632324320,+919545550566
67e0f450f10dbf0e224c9c8e,CID_288,2025-03-18T05:43:10.615Z,Point,80.180478,12.93129,Cyber Crime,Phishing attack on corporate accounts,Medium,Open,Cyber Crime Specialist Rajesh,TNPD-103,DNA Sample,Phone Records,Weapon Found,night,public_disturbance,,Person 80,,,+916672959606,,
67e0f450f10dbf0e224c9c8f,CID_289,2025-02-26T05:43:10.615Z,Point,80.104336,12.991608,Hit and Run,Speeding vehicle hit pedestrian and fled,Critical,Under Investigation,Inspector Ramesh,TNPD-124,Weapon Found,,,public_disturbance,financial,,Person 79,,,+917280668007,,
67e0f450f10dbf0e224c9c90,CID_290,2025-03-13T05:43:10.615Z,Point,80.161657,13.059636,Hit and Run,Cyclist injured in hit-and-run accident,Critical,Under Investigation,Officer Anita,TNPD-487,CCTV Footage,Eyewitness Testimony,Weapon Found,financial,,,Person 21,Person 79,Person 56,+917888555788,+919982343289,+918525423550
67e0f450f10dbf0e224c9c91,CID_291,2025-03-08T05:43:10.615Z,Point,80.201489,13.065947,Drug Possession,Illegal substances found during routine check,High,Open,Narcotics Officer Surya,TNPD-874,CCTV Footage,Weapon Found,,cyber,,,,,,,,
67e0f450f10dbf0e224c9c92,CID_292,2025-02-22T05:43:10.615Z,Point,80.151787,12.931545,Drug Possession,Drug trade suspected in abandoned house,High,Pending Review,Narcotics Officer Surya,TNPD-128,Weapon Found,,,night,organized_crime,,Person 82,Person 65,Person 66,+916965690613,+919046021905,+918681962160
67e0f450f10dbf0e224c9c93,CID_293,2025-03-21T05:43:10.615Z,Point,80.219418,13.099281,Murder,Dead body found near railway track,Critical,Open,Inspector Ramesh,TNPD-231,Phone Records,Eyewitness Testimony,Weapon Found,night,financial,,,,,,,
67e0f450f10dbf0e224c9c94,CID_294,2025-03-22T05:43:10.615Z,Point,80.150405,12.941884,Kidnapping,Abduction case reported,Critical,Pending Review,Inspector Suresh,TNPD-969,DNA Sample,Phone Records,Weapon Found,cyber,narcotics,street_crime,,,,,,
67e0f450f10dbf0e224c9c95,CID_295,2025-03-07T05:43:10.615Z,Point,80.277579,13.049387,Cyber Crime,Unauthorized access to personal data,Medium,Pending Review,Cyber Crime Specialist Rajesh,TNPD-102,DNA Sample,Weapon Found,CCTV Footage,property_crime,night,day,Person 50,,,+917411754820,,
67e0f450f10dbf0e224c9c96,CID_296,2025-03-20T05:43:10.615Z,Point,80.241396,12.974692,Cyber Crime,Phishing attack on corporate accounts,Medium,Under Investigation,Officer Arjun,TNPD-599,CCTV Footage,,,public_disturbance,,,Person 18,Person 61,,+917129447027,+918519147619,
67e0f450f10dbf0e224c9c97,CID_297,2025-03-09T05:43:10.615Z,Point,80.287369,13.012683,Murder,Dead body found near railway track,Critical,Pending Review,Inspector Ramesh,TNPD-576,CCTV Footage,DNA Sample,Eyewitness Testimony,night,,,Person 62,Person 71,Person 25,+919959802600,+917800065298,+917594551752
67e0f450f10dbf0e224c9c98,CID_298,2025-02-22T05:43:10.615Z,Point,80.125036,12.956009,Human Trafficking,Children rescued from trafficking network,Critical,Under Investigation,Narcotics Officer Surya,TNPD-921,DNA Sample,Eyewitness Testimony,,public_disturbance,,,,,,,,
67e0f450f10dbf0e224c9c99,CID_299,2025-03-17T05:43:10.615Z,Point,80.268937,13.037963,Cyber Crime,Phishing attack on corporate accounts,Medium,Pending Review,Cyber Crime Specialist Rajesh,TNPD-980,DNA Sample,,,narcotics,day,public_disturbance,Person 44,Person 98,,+919258929718,+917498568497,
67e0f450f10dbf0e224c9c9a,CID_300,2025-03-05T05:43:10.615Z,Point,80.292624,12.928228,Fraud,Credit card fraud at shopping mall,Medium,Open,Inspector Meera,TNPD-243,Weapon Found,,,property_crime,financial,cyber,Person 77,Person 8,Person 80,+916790498863,+918537325281,+916944532523
67e0f450f10dbf0e224c9c9b,CID_301,2025-02-28T05:43:10.615Z,Point,80.275382,12.963202,Burglary,Shop break-in during midnight,High,Under Investigation,Officer Vijay,TNPD-497,Phone Records,CCTV Footage,,narcotics,violence,day,Person 73,Person 15,Person 67,+917966202482,+919772434936,+916261066275
67e0f450f10dbf0e224c9c9c,CID_302,2025-03-24T05:43:10.615Z,Point,80.206671,12.989923,Vandalism,Graffiti on government buildings,Low,Open,Officer Vijay,TNPD-688,CCTV Footage,Weapon Found,Eyewitness Testimony,night,property_crime,,Person 85,Person 56,Person 50,+917834930067,+916913921459,+917221182714
67e0f450f10dbf0e224c9c9d,CID_303,2025-02-28T05:43:10.615Z,Point,80.222728,13.066153,Extortion,Business owner threatened for money,High,Open,Officer Priya,TNPD-991,Phone Records,DNA Sample,,cyber,,,Person 25,Person 35,,+917750341853,+917745391402,
67e0f450f10dbf0e224c9c9e,CID_304,2025-03-17T05:43:10.615Z,Point,80.112503,13.082184,Fraud,Online scam reported,Medium,Pending Review,Inspector Meera,TNPD-247,DNA Sample,Phone Records,,financial,violence,cyber,Person 16,Person 91,Person 30,+918437657389,+916448650617,+919619666847
67e0f450f10dbf0e224c9c9f,CID_305,2025-03-21T05:43:10.615Z,Point,80.200495,12.949527,Cyber Crime,Phishing attack on corporate accounts,Medium,Open,Cyber Crime Specialist Rajesh,TNPD-598,Eyewitness Testimony,,,public_disturbance,violence,,,,,,,
67e0f450f10dbf0e224c9ca0,CID_306,2025-03-22T05:43:10.615Z,Point,80.238523,12.905748,Fraud,Online scam reported,Medium,Open,Inspector Meera,TNPD-926,CCTV Footage,Eyewitness Testimony,Phone Records,day,,,,,,,,
67e0f450f10dbf0e224c9ca1,CID_307,2025-03-22T05:43:10.615Z,Point,80.276118,13.00328,Vandalism,Car vandalism in parking lot,Low,Pending Review,Officer Vijay,TNPD-272,Eyewitness Testimony,CCTV Footage,Phone Records,financial,organized_crime,violence,Person 35,Person 84,,+916783165789,+918170062165,
67e0f450f10dbf0e224c9ca2,CID_308,2025-03-18T05:43:10.615Z,Point,80.12997,13.003715,Murder,Gang violence led to fatality,Critical,Open,Officer Anita,TNPD-293,Phone Records,CCTV Footage,Weapon Found,organized_crime,day,,Person 87,,,+919263942169,,
67e0f450f10dbf0e224c9ca3,CID_309,2025-03-02T05:43:10.615Z,Point,80.190864,13.061514,Hit and Run,Speeding vehicle hit pedestrian and fled,Critical,Open,Officer Anita,TNPD-170,Weapon Found,Eyewitness Testimony,,street_crime,,,Person 9,Person 80,Person 38,+917770121541,+918943765080,+918910141986
67e0f450f10dbf0e224c9ca4,CID_310,2025-03-14T05:43:10.615Z,Point,80.239306,13.048089,Murder,Dead body found near railway track,Critical,Open,Officer Anita,TNPD-783,Eyewitness Testimony,,,property_crime,night,public_disturbance,,,,,,
67e0f450f10dbf0e224c9ca5,CID_311,2025-03-12T05:43:10.615Z,Point,80.143214,13.046068,Hit and Run,Cyclist injured in hit-and-run accident,Critical,Open,Officer Anita,TNPD-724,Eyewitness Testimony,,,public_disturbance,,,Person 50,Person 83,Person 9,+916031721320,+918935277991,+918767422397
67e0f450f10dbf0e224c9ca6,CID_312,2025-02-28T05:43:10.615Z,Point,80.147149,13.082826,Theft,Vehicle theft in parking lot,Medium,Open,Officer Vijay,TNPD-876,CCTV Footage,Eyewitness Testimony,,night,property_crime,street_crime,Person 52,Person 41,Person 49,+919386987890,+916309934611,+916374012531
67e0f450f10dbf0e224c9ca7,CID_313,2025-03-10T05:43:10.615Z,Point,80.234835,12.92818,Murder,Dead body found near railway track,Critical,Open,Inspector Ramesh,TNPD-162,CCTV Footage,Phone Records,,organized_crime,,,Person 24,,,+919243425858,,
67e0f450f10dbf0e224c9ca8,CID_314,2025-03-13T05:43:10.615Z,Point,80.268107,12.939396,Vandalism,Graffiti on government buildings,Low,Pending Review,Officer Vijay,TNPD-617,Eyewitness Testimony,,,street_crime,,,Person 50,Person 96,,+919133614587,+917209767181,
67e0f450f10dbf0e224c9ca9,CID_315,2025-03-13T05:43:10.615Z,Point,80.272853,13.06247,Vandalism,Car vandalism in parking lot,Low,Closed,Officer Vijay,TNPD-143,Weapon Found,,,violence,,,Person 37,Person 21,,+919354507926,+919680283808,
67e0f450f10dbf0e224c9caa,CID_316,2025-03-20T05:43:10.615Z,Point,80.243376,12.937198,Human Trafficking,Children rescued from trafficking network,Critical,Pending Review,Narcotics Officer Surya,TNPD-222,DNA Sample,,,narcotics,,,Person 69,,,+917162659651,,
67e0f450f10dbf0e224c9cab,CID_317,2025-03-11T05:43:10.615Z,Point,80.227757,13.080264,Fraud,Credit card fraud at shopping mall,Medium,Closed,Inspector Meera,TNPD-559,Weapon Found,CCTV Footage,DNA Sample,property_crime,cyber,,Person 74,,,+918436605869,,
67e0f450f10dbf0e224c9cac,CID_318,2025-03-19T05:43:10.615Z,Point,80.23335,12.929896,Arson,Suspected arson at marketplace,High,Open,Inspector Suresh,TNPD-776,CCTV Footage,,,day,,,Person 25,,,+918024943018,,
67e0f450f10dbf0e224c9cad,CID_319,2025-03-09T05:43:10.615Z,Point,80.17347,13.019703,Theft,Snatch theft near ATM,Medium,Under Investigation,Officer Vijay,TNPD-587,Weapon Found,DNA Sample,,violence,,,Person 40,Person 9,,+919238345127,+919340015074,
67e0f450f10dbf0e224c9cae,CID_320,2025-03-20T05:43:10.615Z,Point,80.180386,12.916066,Assault,Domestic violence reported,High,Pending Review,Sub-Inspector Kumar,TNPD-283,Eyewitness Testimony,,,violence,organized_crime,,,,,,,
67e0f450f10dbf0e224c9caf,CID_321,2025-02-28T05:43:10.615Z,Point,80.212388,12.974199,Drug Possession,Drug trade suspected in abandoned house,High,Open,Narcotics Officer Surya,TNPD-251,CCTV Footage,Eyewitness Testimony,DNA Sample,cyber,,,,,,,,
67e0f450f10dbf0e224c9cb0,CID_322,2025-03-08T05:43:10.615Z,Point,80.169286,12.96612,Fraud,Credit card fraud at shopping mall,Medium,Pending Review,Officer Priya,TNPD-305,Weapon Found,DNA Sample,,street_crime,cyber,organized_crime,,,,,,
67e0f450f10dbf0e224c9cb1,CID_323,2025-03-04T05:43:10.615Z,Point,80.156079,13.004719,Kidnapping,Child kidnapping attempt foiled,Critical,Open,Inspector Suresh,TNPD-561,Eyewitness Testimony,CCTV Footage,,public_disturbance,night,,Person 17,,,+917561361602,,
67e0f450f10dbf0e224c9cb2,CID_324,2025-02-24T05:43:10.615Z,Point,80.143181,12.914459,Kidnapping,Child kidnapping attempt foiled,Critical,Under Investigation,Inspector Suresh,TNPD-705,DNA Sample,Eyewitness Testimony,Phone Records,organized_crime,,,Person 93,Person 11,Person 22,+918882617698,+916437637481,+917140391020
67e0f450f10dbf0e224c9cb3,CID_325,2025-03-03T05:43:10.615Z,Point,80.198472,13.02293,Theft,Vehicle theft in parking lot,Medium,Under Investigation,Officer Vijay,TNPD-859,Weapon Found,,,cyber,narcotics,public_disturbance,Person 75,Person 67,,+917720987762,+919661305582,
67e0f450f10dbf0e224c9cb4,CID_326,2025-03-13T05:43:10.615Z,Point,80.237627,12.967875,Extortion,Business owner threatened for money,High,Pending Review,Inspector Meera,TNPD-816,Eyewitness Testimony,,,narcotics,,,Person 25,Person 29,Person 86,+916246974381,+916003834316,+916597582051
67e0f450f10dbf0e224c9cb5,CID_327,2025-03-11T05:43:10.615Z,Point,80.163108,12.907503,Murder,Dead body found near railway track,Critical,Open,Inspector Ramesh,TNPD-145,Weapon Found,CCTV Footage,DNA Sample,night,public_disturbance,,,,,,,
67e0f450f10dbf0e224c9cb6,CID_328,2025-03-23T05:43:10.615Z,Point,80.202575,13.050689,Burglary,Shop break-in during midnight,High,Under Investigation,Officer Vijay,TNPD-919,Eyewitness Testimony,Weapon Found,DNA Sample,organized_crime,public_disturbance,financial,Person 23,Person 30,Person 65,+918646803901,+919516483240,+919247119995
67e0f450f10dbf0e224c9cb7,CID_329,2025-03-13T05:43:10.615Z,Point,80.264501,13.050922,Vandalism,Graffiti on government buildings,Low,Closed,Officer Vijay,TNPD-303,Eyewitness Testimony,Phone Records,,financial,narcotics,street_crime,Person 13,,,+917533722981,,
67e0f450f10dbf0e224c9cb8,CID_330,2025-03-05T05:43:10.615Z,Point,80.269998,13.055021,Theft,Vehicle theft in parking lot,Medium,Open,Officer Vijay,TNPD-992,Weapon Found,,,property_crime,,,Person 50,,,+917777799777,,
67e0f450f10dbf0e224c9cb9,CID_331,2025-02-22T05:43:10.615Z,Point,80.289761,13.060841,Hit and Run,Cyclist injured in hit-and-run accident,Critical,Closed,Sub-Inspector Kumar,TNPD-194,Weapon Found,Phone Records,,day,financial,narcotics,Person 4,Person 78,Person 90,+917319848611,+917306819536,+916031509164
67e0f450f10dbf0e224c9cba,CID_332,2025-03-17T05:43:10.615Z,Point,80.291142,12.940585,Extortion,Business owner threatened for money,High,Pending Review,Inspector Meera,TNPD-951,CCTV Footage,DNA Sample,Phone Records,organized_crime,night,street_crime,Person 54,,,+916978359994,,
67e0f450f10dbf0e224c9cbb,CID_333,2025-02-23T05:43:10.615Z,Point,80.196651,12.995846,Theft,Snatch theft near ATM,Medium,Under Investigation,Officer Vijay,TNPD-279,CCTV Footage,Phone Records,,violence,night,cyber,Person 60,,,+918187633887,,
67e0f450f10dbf0e224c9cbc,CID_334,2025-02-23T05:43:10.615Z,Point,80.208339,13.085751,Kidnapping,Abduction case reported,Critical,Open,Inspector Suresh,TNPD-525,Phone Records,CCTV Footage,DNA Sample,property_crime,,,Person 90,Person 77,Person 99,+916472331857,+917132337712,+919025629718
67e0f450f10dbf0e224c9cbd,CID_335,2025-03-22T05:43:10.615Z,Point,80.147821,13.090012,Vandalism,Car vandalism in parking lot,Low,Under Investigation,Officer Vijay,TNPD-400,Phone Records,DNA Sample,CCTV Footage,day,property_crime,violence,,,,,,
67e0f450f10dbf0e224c9cbe,CID_336,2025-03-14T05:43:10.615Z,Point,80.195883,12.98361,Murder,Homicide case in residential complex,Critical,Open,Sub-Inspector Kumar,TNPD-295,Eyewitness Testimony,DNA Sample,Weapon Found,night,violence,cyber,Person 23,,,+916703466561,,
67e0f450f10dbf0e224c9cbf,CID_337,2025-03-09T05:43:10.615Z,Point,80.222228,12.977096,Vandalism,Graffiti on government buildings,Low,Closed,Inspector Suresh,TNPD-285,Eyewitness Testimony,CCTV Footage,Weapon Found,narcotics,,,Person 62,Person 100,Person 4,+919100156686,+919613009504,+919597929719
67e0f450f10dbf0e224c9cc0,CID_338,2025-03-05T05:43:10.615Z,Point,80.207266,13.05597,Arson,Suspected arson at marketplace,High,Pending Review,Officer Vijay,TNPD-518,Weapon Found,,,night,,,Person 2,Person 35,Person 32,+919915440421,+916120664629,+919129721813
67e0f450f10dbf0e224c9cc1,CID_339,2025-03-06T05:43:10.615Z,Point,80.267861,13.029982,Theft,Snatch theft near ATM,Medium,Open,Inspector Suresh,TNPD-250,Phone Records,CCTV Footage,,financial,organized_crime,narcotics,Person 82,Person 30,,+917665785248,+919919561693,
67e0f450f10dbf0e224c9cc2,CID_340,2025-02-24T05:43:10.615Z,Point,80.273091,12.972554,Human Trafficking,Illegal trafficking operation uncovered,Critical,Pending Review,Officer Dinesh,TNPD-814,DNA Sample,,,cyber,,,Person 62,Person 33,,+917084557032,+916360625108,
67e0f450f10dbf0e224c9cc3,CID_341,2025-03-01T05:43:10.615Z,Point,80.194386,12.921536,Cyber Crime,Phishing attack on corporate accounts,Medium,Open,Cyber Crime Specialist Rajesh,TNPD-636,Phone Records,Weapon Found,,day,,,Person 19,Person 74,,+916726500023,+918591313207,
67e0f450f10dbf0e224c9cc4,CID_342,2025-02-27T05:43:10.615Z,Point,80.266569,13.020233,Rape,Victim assaulted in an alley,Critical,Open,Officer Anita,TNPD-199,Phone Records,CCTV Footage,Weapon Found,property_crime,,,Person 82,,,+917057936767,,
67e0f450f10dbf0e224c9cc5,CID_343,2025-03-17T05:43:10.615Z,Point,80.174507,13.048027,Theft,Snatch theft near ATM,Medium,Open,Inspector Suresh,TNPD-276,Weapon Found,DNA Sample,,public_disturbance,cyber,property_crime,Person 83,,,+916764615839,,
67e0f450f10dbf0e224c9cc6,CID_344,2025-03-03T05:43:10.615Z,Point,80.231482,13.097333,Hit and Run,Speeding vehicle hit pedestrian and fled,Critical,Open,Sub-Inspector Kumar,TNPD-610,Phone Records,DNA Sample,,cyber,,,Person 9,Person 47,,+917035846277,+916791476862,
67e0f450f10dbf0e224c9cc7,CID_345,2025-03-10T05:43:10.615Z,Point,80.216535,13.07903,Vandalism,Car vandalism in parking lot,Low,Open,Inspector Suresh,TNPD-302,Phone Records,CCTV Footage,,financial,violence,narcotics,Person 9,Person 11,Person 30,+916710230966,+917616987633,+918308018977
67e0f450f10dbf0e224c9cc8,CID_346,2025-03-15T05:43:10.615Z,Point,80.285333,13.03094,Vandalism,Car vandalism in parking lot,Low,Open,Inspector Suresh,TNPD-429,DNA Sample,Eyewitness Testimony,Phone Records,narcotics,cyber,day,Person 46,Person 60,,+918536291140,+919339246345,
67e0f450f10dbf0e224c9cc9,CID_347,2025-03-16T05:43:10.615Z,Point,80.285251,12.957632,Murder,Homicide case in residential complex,Critical,Closed,Sub-Inspector Kumar,TNPD-509,Phone Records,,,organized_crime,day,property_crime,Person 40,Person 53,Person 69,+919798998142,+917277708560,+919471637144
67e0f450f10dbf0e224c9cca,CID_348,2025-03-06T05:43:10.615Z,Point,80.227345,13.069989,Cyber Crime,Unauthorized access to personal data,Medium,Under Investigation,Cyber Crime Specialist Rajesh,TNPD-978,DNA Sample,CCTV Footage,,street_crime,violence,property_crime,Person 80,Person 40,Person 28,+917279247955,+917561726157,+918936741707
67e0f450f10dbf0e224c9ccb,CID_349,2025-03-06T05:43:10.615Z,Point,80.202022,12.967982,Human Trafficking,Children rescued from trafficking network,Critical,Closed,Narcotics Officer Surya,TNPD-289,Eyewitness Testimony,Weapon Found,Phone Records,public_disturbance,financial,,Person 56,,,+919661983715,,
67e0f450f10dbf0e224c9ccc,CID_350,2025-02-24T05:43:10.615Z,Point,80.145674,13.09808,Assault,Physical altercation outside a pub,High,Pending Review,Sub-Inspector Kumar,TNPD-444,Weapon Found,Eyewitness Testimony,,street_crime,,,Person 28,Person 51,Person 82,+919798550447,+919915976717,+917297726407
67e0f450f10dbf0e224c9ccd,CID_351,2025-03-02T05:43:10.615Z,Point,80.271197,13.022685,Kidnapping,Child kidnapping attempt foiled,Critical,Open,Officer Vijay,TNPD-876,Weapon Found,Eyewitness Testimony,,property_crime,day,,Person 10,Person 54,,+917831205548,+916412373361,
67e0f450f10dbf0e224c9cce,CID_352,2025-03-04T05:43:10.615Z,Point,80.100656,12.900294,Kidnapping,Abduction case reported,Critical,Pending Review,Inspector Suresh,TNPD-197,Phone Records,DNA Sample,Weapon Found,day,,,Person 22,Person 80,Person 76,+918520777378,+917566305832,+916905988356
67e0f450f10dbf0e224c9ccf,CID_353,2025-02-22T05:43:10.615Z,Point,80.138983,12.941311,Assault,Domestic violence reported,High,Pending Review,Sub-Inspector Kumar,TNPD-420,DNA Sample,Weapon Found,Phone Records,narcotics,public_disturbance,,Person 89,,,+916816698015,,
67e0f450f10dbf0e224c9cd0,CID_354,2025-02-25T05:43:10.615Z,Point,80.241164,13.076236,Human Trafficking,Illegal trafficking operation uncovered,Critical,Open,Officer Dinesh,TNPD-184,Eyewitness Testimony,DNA Sample,,narcotics,organized_crime,,,,,,,
67e0f450f10dbf0e224c9cd1,CID_355,2025-03-04T05:43:10.615Z,Point,80.145924,12.967265,Drug Possession,Drug trade suspected in abandoned house,High,Open,Narcotics Officer Surya,TNPD-691,Eyewitness Testimony,CCTV Footage,,property_crime,violence,organized_crime,Person 61,Person 51,,+917267424901,+916676029933,
67e0f450f10dbf0e224c9cd2,CID_356,2025-03-12T05:43:10.615Z,Point,80.149959,13.026449,Extortion,Business owner threatened for money,High,Pending Review,Officer Priya,TNPD-538,CCTV Footage,Phone Records,,narcotics,street_crime,property_crime,Person 13,,,+916807171410,,
67e0f450f10dbf0e224c9cd3,CID_357,2025-03-05T05:43:10.615Z,Point,80.129154,12.979505,Extortion,Business owner threatened for money,High,Open,Inspector Meera,TNPD-915,DNA Sample,Eyewitness Testimony,,day,violence,,Person 21,Person 87,Person 86,+918374506407,+918394452208,+917732520470
67e0f450f10dbf0e224c9cd4,CID_358,2025-02-23T05:43:10.615Z,Point,80.189596,13.026256,Fraud,Online scam reported,Medium,Under Investigation,Officer Priya,TNPD-290,Phone Records,Eyewitness Testimony,Weapon Found,violence,financial,night,,,,,,
67e0f450f10dbf0e224c9cd5,CID_359,2025-03-07T05:43:10.615Z,Point,80.285922,12.960666,Extortion,Criminal gang demanding protection money,High,Pending Review,Inspector Meera,TNPD-406,Eyewitness Testimony,,,day,street_crime,violence,Person 79,,,+917792424678,,
67e0f450f10dbf0e224c9cd6,CID_360,2025-02-22T05:43:10.615Z,Point,80.149895,12.951093,Murder,Homicide case in residential complex,Critical,Open,Officer Anita,TNPD-974,DNA Sample,Eyewitness Testimony,,day,property_crime,organized_crime,Person 89,Person 14,,+916516031079,+918036681955,
67e0f450f10dbf0e224c9cd7,CID_361,2025-03-05T05:43:10.615Z,Point,80.248581,13.025565,Hit and Run,Speeding vehicle hit pedestrian and fled,Critical,Open,Inspector Ramesh,TNPD-955,Phone Records,Eyewitness Testimony,,cyber,public_disturbance,property_crime,Person 20,,,+919916879059,,
67e0f450f10dbf0e224c9cd8,CID_362,2025-02-27T05:43:10.615Z,Point,80.147344,13.011624,Vandalism,Graffiti on government buildings,Low,Pending Review,Officer Vijay,TNPD-559,DNA Sample,Eyewitness Testimony,Phone Records,day,organized_crime,cyber,Person 96,Person 85,Person 28,+918126228599,+917170551776,+919844608457
